URL,Duration(second),Standard Deviation
https://www.youtube.com/watch?v=2y_RJK4uPTs,795,21.901638199685063
https://www.youtube.com/watch?v=kU-6MQfv_Qs,318,9.637221231135625
https://www.youtube.com/watch?v=3jTI9bP91xI,325,22.706899959816706
https://www.youtube.com/watch?v=JQuGvqfrZXI,307,10.63202708800161
https://www.youtube.com/watch?v=nZj14WQazhE,450,12.379912044203795
https://www.youtube.com/watch?v=wh6__TVlgUg,475,21.681555381245136
https://www.youtube.com/watch?v=xXLj9gQogiM,683,20.348383492922657
https://www.youtube.com/watch?v=5S3KghuAMjk,672,23.505626194805306
https://www.youtube.com/watch?v=d_m-CHKWZvg,509,16.28593976134121
https://www.youtube.com/watch?v=VL6-NUkxe2w,745,28.561624603653065
https://www.youtube.com/watch?v=LPdylceql-c,901,19.99726497351394
https://www.youtube.com/watch?v=797f9xzJRpc,1064,33.83405171651122
https://www.youtube.com/watch?v=c6Wg31yB1tg,368,32.87631474186116
https://www.youtube.com/watch?v=FuUOew2nHXM,554,27.838274534997183
https://www.youtube.com/watch?v=56Ar0vAiWVI,412,21.67677681439804
https://www.youtube.com/watch?v=uaxJrImPfrQ,533,28.940978679263424
https://www.youtube.com/watch?v=WzY03AfdoHg,364,17.9888196704535
https://www.youtube.com/watch?v=qzRURr6vASM,503,18.146081582992206
https://www.youtube.com/watch?v=TKN0_TIqwzw,864,26.281834781400125
https://www.youtube.com/watch?v=ZQCWjg24vvg,557,21.330729007701542
https://www.youtube.com/watch?v=Yf6mJS3ETmA,813,15.866037266625632
https://www.youtube.com/watch?v=P655TKNj_BU,670,18.473093906752943
https://www.youtube.com/watch?v=nhZiq6DUGZg,669,15.151284984217275
https://www.youtube.com/watch?v=5ps275_cb7Q,972,15.826771149926303
https://www.youtube.com/watch?v=cbQ36XzMVCw,407,20.30240133580262
https://www.youtube.com/watch?v=6ZyxN1OPuSs,415,12.416455506582334
https://www.youtube.com/watch?v=3646KoqOkAU,607,28.805778121508805
https://www.youtube.com/watch?v=TvWpDervE1c,602,33.20137144395751
https://www.youtube.com/watch?v=5YD7oo0F8eE,1058,18.96428436911483
https://www.youtube.com/watch?v=PzH3W_m_X-k,502,18.146844311822058
https://www.youtube.com/watch?v=vypZqlDRa0s,309,18.751266623884373
https://www.youtube.com/watch?v=IS8MQd2sXpA,878,16.807703260377036
https://www.youtube.com/watch?v=o-v16WzU9sM,691,17.092100121940835
https://www.youtube.com/watch?v=mCnWLsTPJL8,1128,13.76252891790119
https://www.youtube.com/watch?v=dHIN4KQtWe0,660,44.11648742601701
https://www.youtube.com/watch?v=SU8cGRDADUM,741,20.0684428892727
https://www.youtube.com/watch?v=KDtJjz4CkKI,453,31.534641170465218
https://www.youtube.com/watch?v=nnV3q7mKfhc,337,22.186288670227782
https://www.youtube.com/watch?v=yXLAYAXBcJ0,495,9.852194879550277
https://www.youtube.com/watch?v=LYi6n20bFgc,371,32.01534395443394
https://www.youtube.com/watch?v=N2YcR5JDQSc,558,22.056336832299095
https://www.youtube.com/watch?v=Xv6GTFHuesw,533,17.360733329223024
https://www.youtube.com/watch?v=x-hJw5QGnn0,880,10.99691882044242
